Date,VTI,AGG,DBC,^VIX
2010-01-27,55.669998,104.5,23.030001,23.139999
2010-01-28,55.009998,104.410004,22.950001,23.73
2010-01-29,54.360001,104.650002,22.690001,24.620001
2010-02-01,55.189999,104.18,23.24,22.59
2010-02-02,55.900002,104.300003,23.74,21.48
2010-02-03,55.619999,104.110001,23.450001,21.6
2010-02-04,53.889999,104.360001,22.67,26.08
2010-02-05,53.98,104.400002,22.379999,26.110001
2010-02-08,53.560001,104.599998,22.389999,26.51
2010-02-09,54.27,104.410004,22.790001,26.0
2010-02-10,54.189999,104.169998,22.879999,25.4
2010-02-11,54.77,104.0,23.15,23.959999
2010-02-12,54.77,104.019997,23.02,22.73
2010-02-16,55.689999,104.279999,23.719999,22.25
2010-02-17,56.0,103.959999,23.6,21.719999
2010-02-18,56.32,103.919998,23.809999,20.629999
2010-02-19,56.52,104.0,23.950001,20.02
2010-02-22,56.43,103.82,23.82,19.940001
2010-02-23,55.75,104.190002,23.43,21.370001
2010-02-24,56.25,104.300003,23.620001,20.27
2010-02-25,56.23,104.510002,23.219999,20.1
2010-02-26,56.23,104.529999,23.629999,19.5
2010-03-01,56.900002,104.360001,23.389999,19.26
2010-03-02,57.080002,104.400002,23.639999,19.059999
2010-03-03,57.150002,104.400002,23.870001,18.83
2010-03-04,57.299999,104.589996,23.66,18.719999
2010-03-05,58.209999,104.389999,23.940001,17.42
2010-03-08,58.220001,104.459999,23.91,17.790001
2010-03-09,58.34,104.580002,23.65,17.92
2010-03-10,58.650002,104.510002,23.719999,18.57
2010-03-11,58.869999,104.510002,23.66,18.059999
2010-03-12,58.869999,104.519997,23.52,17.58
2010-03-15,58.849998,104.650002,23.24,18.0
2010-03-16,59.330002,104.839996,23.549999,17.690001
2010-03-17,59.709999,104.919998,23.76,16.91
2010-03-18,59.639999,104.830002,23.709999,16.620001
2010-03-19,59.25,104.75,23.42,16.969999
2010-03-22,59.669998,104.830002,23.42,16.870001
2010-03-23,60.09,104.849998,23.32,16.35
2010-03-24,59.740002,104.32,23.059999,17.549999
2010-03-25,59.400002,104.050003,22.93,18.4
2010-03-26,59.389999,104.220001,22.969999,17.77
2010-03-29,59.740002,104.099998,23.49,17.59
2010-03-30,59.77,104.139999,23.540001,17.129999
2010-03-31,59.59,104.199997,23.52,17.59
2010-04-01,60.02,103.839996,23.98,17.469999
2010-04-05,60.599998,103.199997,24.360001,17.02
2010-04-06,60.77,103.330002,24.34,16.23
2010-04-07,60.450001,103.769997,24.25,16.620001
2010-04-08,60.59,103.669998,24.209999,16.48
2010-04-09,61.0,103.779999,24.26,16.139999
2010-04-12,61.139999,104.019997,24.24,15.58
2010-04-13,61.200001,104.190002,24.33,16.200001
2010-04-14,61.950001,104.07,24.610001,15.59
2010-04-15,62.029999,104.260002,24.700001,15.89
2010-04-16,61.060001,104.419998,24.25,18.360001
2010-04-19,61.220001,104.230003,23.940001,17.34
2010-04-20,61.799999,104.400002,24.129999,15.73
2010-04-21,61.75,104.580002,24.25,16.32
2010-04-22,62.049999,104.370003,24.309999,16.469999
2010-04-23,62.470001,104.239998,24.469999,16.620001
2010-04-26,62.25,104.230003,24.35,17.469999
2010-04-27,60.75,104.559998,23.98,22.809999
2010-04-28,61.150002,104.400002,24.059999,21.08
2010-04-29,61.950001,104.440002,24.25,18.440001
2010-04-30,60.889999,104.889999,24.440001,22.049999
2010-05-03,61.709999,104.379997,24.559999,20.190001
2010-05-04,60.209999,104.800003,23.9,23.84
2010-05-05,59.720001,104.720001,23.360001,24.91
2010-05-06,57.709999,104.870003,22.9,32.799999
2010-05-07,56.619999,104.410004,22.780001,40.950001
2010-05-10,59.220001,104.400002,23.219999,28.84
2010-05-11,59.169998,104.790001,23.18,28.32
2010-05-12,60.119999,104.68,23.370001,25.52
2010-05-13,59.400002,104.830002,23.17,26.68
2010-05-14,58.330002,105.209999,22.58,31.24
2010-05-17,58.369999,105.129997,21.940001,30.84
2010-05-18,57.540001,105.489998,21.91,33.549999
2010-05-19,57.130001,105.540001,21.709999,35.32
2010-05-20,54.91,105.449997,21.26,45.790001
2010-05-21,55.709999,105.900002,21.48,40.099998
2010-05-24,55.009998,105.839996,21.459999,38.32
2010-05-25,55.009998,105.970001,21.290001,34.610001
2010-05-26,54.779999,105.849998,21.52,35.02
2010-05-27,56.700001,105.599998,22.15,29.68
2010-05-28,56.09,105.709999,21.959999,32.07
2010-06-01,54.93,105.559998,21.549999,35.540001
2010-06-02,56.360001,105.449997,21.809999,30.17
2010-06-03,56.66,105.400002,21.93,29.459999
2010-06-04,54.669998,105.669998,21.25,35.48
2010-06-07,53.779999,105.980003,21.290001,36.57
2010-06-08,54.240002,105.860001,21.459999,33.700001
2010-06-09,53.990002,105.919998,21.559999,33.73
2010-06-10,55.650002,105.599998,21.92,30.57
2010-06-11,55.990002,105.660004,21.950001,28.790001
2010-06-14,56.0,105.809998,22.01,28.58
2010-06-15,57.259998,105.809998,22.379999,25.870001
2010-06-16,57.200001,105.970001,22.43,25.92
2010-06-17,57.299999,106.220001,22.440001,25.049999
2010-06-18,57.34,106.050003,22.4,23.950001
2010-06-21,57.119999,106.279999,22.309999,24.879999
2010-06-22,56.139999,106.389999,22.26,27.049999
2010-06-23,55.919998,106.660004,21.889999,26.91
2010-06-24,54.77,106.57,21.940001,29.74
2010-06-25,55.049999,106.720001,22.34,28.530001
2010-06-28,54.869999,106.919998,22.1,29.0
2010-06-29,53.139999,107.239998,21.49,34.130001
2010-06-30,52.560001,107.25,21.57,34.540001
2010-07-01,52.330002,106.879997,21.24,32.860001
2010-07-02,52.080002,106.730003,21.200001,30.120001
2010-07-06,52.240002,107.059998,21.26,29.65
2010-07-07,53.939999,106.919998,21.74,26.84
2010-07-08,54.470001,106.900002,21.940001,25.709999
2010-07-09,54.889999,106.739998,21.98,24.98
2010-07-12,54.91,106.860001,21.73,24.43
2010-07-13,55.810001,106.589996,22.08,24.559999
2010-07-14,55.799999,106.949997,22.040001,24.889999
2010-07-15,55.849998,107.099998,22.25,25.139999
2010-07-16,54.23,107.43,21.969999,26.25
2010-07-19,54.540001,107.330002,21.950001,25.969999
2010-07-20,55.169998,107.25,22.129999,23.93
2010-07-21,54.48,107.720001,22.07,25.639999
2010-07-22,55.689999,107.620003,22.51,24.629999
2010-07-23,56.259998,107.43,22.440001,23.469999
2010-07-26,56.950001,107.410004,22.42,22.73
2010-07-27,56.880001,107.370003,22.18,23.190001
2010-07-28,56.48,107.57,22.27,24.25
2010-07-29,56.189999,107.669998,22.59,24.129999
2010-07-30,56.25,107.849998,22.889999,23.5
2010-08-02,57.459999,107.410004,23.33,22.01
2010-08-03,57.150002,107.480003,23.41,22.629999
2010-08-04,57.599998,107.290001,23.610001,22.209999
2010-08-05,57.48,107.419998,23.5,22.1
2010-08-06,57.27,107.629997,23.290001,21.74
2010-08-09,57.57,107.629997,23.370001,22.139999
2010-08-10,57.209999,107.809998,23.120001,22.370001
2010-08-11,55.52,107.910004,22.6,25.389999
2010-08-12,55.209999,107.739998,22.43,25.73
2010-08-13,55.0,107.989998,22.41,26.24
2010-08-16,54.950001,108.349998,22.34,26.1
2010-08-17,55.73,108.220001,22.66,24.33
2010-08-18,55.860001,108.099998,22.57,24.59
2010-08-19,54.880001,108.449997,22.34,26.440001
2010-08-20,54.689999,108.300003,22.200001,25.49
2010-08-23,54.400002,108.410004,22.049999,25.66
2010-08-24,53.619999,108.839996,21.799999,27.459999
2010-08-25,53.790001,108.589996,21.91,26.700001
2010-08-26,53.459999,108.730003,22.16,27.370001
2010-08-27,54.380001,108.129997,22.540001,24.450001
2010-08-30,53.59,108.860001,22.5,27.209999
2010-08-31,53.599998,108.940002,22.200001,26.049999
2010-09-01,55.169998,108.410004,22.639999,23.889999
2010-09-02,55.75,108.269997,22.799999,23.190001
2010-09-03,56.490002,108.019997,22.92,21.309999
2010-09-07,55.880001,108.330002,23.040001,23.799999
2010-09-08,56.169998,108.25,23.09,23.25
2010-09-09,56.450001,107.730003,22.959999,22.809999
2010-09-10,56.689999,107.5,23.200001,21.99
2010-09-13,57.41,107.739998,23.370001,21.209999
2010-09-14,57.400002,108.129997,23.440001,21.559999
2010-09-15,57.59,107.93,23.4,22.1
2010-09-16,57.57,107.75,23.280001,21.719999
2010-09-17,57.599998,107.889999,23.360001,22.01
2010-09-20,58.549999,107.93,23.549999,21.5
2010-09-21,58.41,108.389999,23.299999,22.35
2010-09-22,58.099998,108.419998,23.440001,22.51
2010-09-23,57.599998,108.540001,23.459999,23.870001
2010-09-24,58.52,108.139999,23.82,21.709999
2010-09-27,58.27,108.510002,23.66,22.540001
2010-09-28,58.599998,108.769997,23.66,22.6
2010-09-29,58.5,108.690002,23.969999,23.25
2010-09-30,58.369999,108.650002,24.110001,23.700001
2010-10-01,58.630001,108.260002,24.16,22.5
2010-10-04,58.110001,108.440002,24.08,23.530001
2010-10-05,59.32,108.440002,24.57,21.76
2010-10-06,59.259998,108.550003,24.58,21.49
2010-10-07,59.18,108.599998,24.33,21.559999
2010-10-08,59.580002,108.82,25.139999,20.709999
2010-10-11,59.669998,108.760002,25.02,18.959999
2010-10-12,59.880001,108.650002,25.139999,18.93
2010-10-13,60.349998,108.639999,25.26,19.07
2010-10-14,60.189999,108.239998,25.219999,19.879999
2010-10-15,60.240002,108.019997,24.940001,19.030001
2010-10-18,60.57,108.400002,25.190001,19.09
2010-10-19,59.689999,108.489998,24.450001,20.629999
2010-10-20,60.290001,108.620003,25.030001,19.790001
2010-10-21,60.389999,108.449997,24.719999,19.27
2010-10-22,60.57,108.5,24.93,18.780001
2010-10-25,60.77,108.510002,25.059999,19.85
2010-10-26,60.759998,108.260002,25.190001,20.219999
2010-10-27,60.639999,108.050003,25.110001,20.709999
2010-10-28,60.639999,108.32,25.24,20.879999
2010-10-29,60.720001,108.550003,25.18,21.200001
2010-11-01,60.73,108.230003,25.34,21.83
2010-11-02,61.209999,108.419998,25.57,21.57
2010-11-03,61.459999,108.400002,25.690001,19.559999
2010-11-04,62.66,108.919998,26.299999,18.52
2010-11-05,62.939999,108.620003,26.41,18.26
2010-11-08,62.860001,108.57,26.48,18.290001
2010-11-09,62.369999,108.040001,26.299999,19.08
2010-11-10,62.639999,107.949997,26.58,18.469999
2010-11-11,62.470001,107.940002,26.360001,18.639999
2010-11-12,61.68,107.510002,25.26,20.610001
2010-11-15,61.59,106.919998,25.299999,20.200001
2010-11-16,60.610001,107.18,24.549999,22.58
2010-11-17,60.709999,107.209999,24.360001,21.76
2010-11-18,61.560001,107.18,25.02,18.75
2010-11-19,61.810001,107.300003,24.66,18.040001
2010-11-22,61.82,107.559998,24.74,18.370001
2010-11-23,60.939999,107.669998,24.68,20.629999
2010-11-24,61.919998,107.150002,25.139999,19.559999
2010-11-26,61.5,107.370003,25.26,22.219999
2010-11-29,61.41,107.440002,25.309999,21.530001
2010-11-30,61.029999,107.370003,25.07,23.540001
2010-12-01,62.34,106.260002,25.809999,21.360001
2010-12-02,63.139999,106.050003,26.030001,19.389999
2010-12-03,63.34,106.260002,26.360001,18.01
2010-12-06,63.32,106.650002,26.33,18.02
2010-12-07,63.389999,105.82,26.15,17.99
2010-12-08,63.57,105.309998,26.35,17.74
2010-12-09,63.799999,105.5,26.280001,17.25
2010-12-10,64.209999,105.300003,26.24,17.610001
2010-12-13,64.230003,105.370003,26.5,17.549999
2010-12-14,64.25,104.779999,26.43,17.610001
2010-12-15,63.970001,104.599998,26.360001,17.940001
2010-12-16,64.349998,104.800003,26.27,17.389999
2010-12-17,64.470001,105.370003,26.469999,16.110001
2010-12-20,64.639999,105.440002,26.709999,16.41
2010-12-21,65.029999,105.639999,26.879999,16.49
2010-12-22,64.93,105.519997,27.02,15.45
2010-12-23,64.839996,105.32,27.120001,16.469999
2010-12-27,64.879997,105.620003,27.07,17.67
2010-12-28,64.940002,104.660004,27.360001,17.52
2010-12-29,65.040001,105.400002,27.370001,17.280001
2010-12-30,64.959999,105.32,27.040001,17.52
2010-12-31,64.93,105.75,27.549999,17.75
2011-01-03,65.599998,105.629997,27.67,17.610001
2011-01-04,65.470001,105.660004,27.299999,17.379999
2011-01-05,65.830002,105.150002,27.59,17.02
2011-01-06,65.68,105.169998,27.219999,17.4
2011-01-07,65.529999,105.510002,27.120001,17.139999
2011-01-10,65.580002,105.790001,27.440001,17.540001
2011-01-11,65.839996,105.580002,27.75,16.889999
2011-01-12,66.43,105.57,27.93,16.24
2011-01-13,66.330002,105.949997,27.889999,16.389999
2011-01-14,66.760002,105.730003,28.02,15.46
2011-01-18,66.93,105.660004,27.99,15.87
2011-01-19,66.129997,105.68,27.959999,17.309999
2011-01-20,65.93,105.279999,27.68,17.99
2011-01-21,66.040001,105.610001,27.959999,18.469999
2011-01-24,66.410004,105.550003,27.719999,17.65
2011-01-25,66.449997,105.879997,27.370001,17.59
2011-01-26,66.830002,105.529999,27.98,16.639999
2011-01-27,67.029999,105.709999,27.74,16.15
2011-01-28,65.830002,105.860001,28.09,20.040001
2011-01-31,66.260002,105.660004,28.530001,19.530001
2011-02-01,67.349998,105.120003,28.74,17.629999
2011-02-02,67.269997,105.0,29.02,17.299999
2011-02-03,67.419998,104.610001,28.83,16.690001
2011-02-04,67.610001,104.260002,28.67,15.93
2011-02-07,68.059998,104.300003,28.59,16.280001
2011-02-08,68.400002,104.0,28.780001,15.81
2011-02-09,68.220001,104.190002,28.92,15.87
2011-02-10,68.300003,103.889999,28.75,16.09
2011-02-11,68.75,104.300003,28.65,15.69
2011-02-14,68.93,104.349998,28.790001,15.95
2011-02-15,68.709999,104.480003,28.42,16.370001
2011-02-16,69.160004,104.480003,28.629999,16.719999
2011-02-17,69.410004,104.730003,28.719999,16.59
2011-02-18,69.540001,104.690002,28.690001,16.43
2011-02-22,68.050003,105.07,28.65,20.799999
2011-02-23,67.480003,105.150002,29.290001,22.129999
2011-02-24,67.489998,105.169998,29.030001,21.32
2011-02-25,68.339996,105.449997,29.67,19.219999
2011-02-28,68.709999,105.650002,29.719999,18.35
2011-03-01,67.550003,105.279999,30.17,21.01
2011-03-02,67.690002,105.110001,30.290001,20.700001
2011-03-03,68.919998,104.739998,30.280001,18.6
2011-03-04,68.459999,105.019997,30.43,19.059999
2011-03-07,67.839996,105.07,30.290001,20.66
2011-03-08,68.449997,104.989998,30.030001,19.82
2011-03-09,68.349998,105.239998,30.15,20.219999
2011-03-10,67.040001,105.610001,29.66,21.879999
2011-03-11,67.489998,105.629997,29.49,20.08
2011-03-14,67.080002,105.690002,29.57,21.129999
2011-03-15,66.370003,105.730003,28.49,24.32
2011-03-16,65.220001,106.029999,28.66,29.4
2011-03-17,65.970001,105.959999,29.549999,26.370001
2011-03-18,66.279999,105.919998,29.719999,24.440001
2011-03-21,67.32,105.669998,29.860001,20.610001
2011-03-22,67.099998,105.68,30.08,20.209999
2011-03-23,67.260002,105.629997,30.139999,19.17
2011-03-24,67.900002,105.339996,30.24,18.0
2011-03-25,67.860001,105.25,30.32,17.91
2011-03-28,67.699997,105.199997,29.91,19.440001
2011-03-29,68.199997,105.07,30.08,18.16
2011-03-30,68.709999,105.25,30.040001,17.709999
2011-03-31,68.709999,105.129997,30.51,17.74
2011-04-01,69.040001,104.959999,30.719999,17.4
2011-04-04,69.099998,105.129997,31.0,17.5
2011-04-05,69.139999,104.910004,31.030001,17.25
2011-04-06,69.32,104.599998,31.120001,16.9
2011-04-07,69.120003,104.760002,31.18,17.110001
2011-04-08,68.830002,104.559998,31.92,17.870001
2011-04-11,68.580002,104.660004,31.33,16.59
2011-04-12,68.0,105.059998,30.690001,17.09
2011-04-13,68.040001,105.169998,30.93,16.92
2011-04-14,68.080002,105.07,31.01,16.27
2011-04-15,68.410004,105.449997,31.17,15.32
2011-04-18,67.589996,105.629997,30.98,16.959999
2011-04-19,67.980003,105.839996,30.99,15.83
2011-04-20,68.970001,105.690002,31.48,15.07
2011-04-21,69.309998,105.760002,31.709999,14.69
2011-04-25,69.239998,105.82,31.620001,15.77
2011-04-26,69.849998,106.209999,31.610001,15.62
2011-04-27,70.309998,106.120003,31.799999,15.35
2011-04-28,70.519997,106.370003,31.57,14.62
2011-04-29,70.699997,106.459999,31.9,14.75
2011-05-02,70.580002,106.199997,31.58,15.99
2011-05-03,70.190002,106.230003,31.25,16.700001
2011-05-04,69.669998,106.43,30.75,17.08
2011-05-05,69.110001,106.669998,28.690001,18.200001
2011-05-06,69.410004,106.660004,28.6,18.4
2011-05-09,69.779999,106.779999,29.65,17.16
2011-05-10,70.400002,106.589996,29.92,15.91
2011-05-11,69.68,106.779999,28.959999,16.950001
2011-05-12,70.010002,106.620003,28.99,16.030001
2011-05-13,69.370003,106.790001,29.040001,17.07
2011-05-16,68.889999,107.019997,28.66,18.24
2011-05-17,68.830002,107.139999,28.73,17.549999
2011-05-18,69.489998,106.970001,29.309999,16.23
2011-05-19,69.660004,106.889999,29.08,15.52
2011-05-20,69.139999,106.989998,29.35,17.43
2011-05-23,68.260002,107.080002,28.879999,18.27
2011-05-24,68.190002,107.120003,29.27,17.82
2011-05-25,68.470001,107.099998,29.799999,17.07
2011-05-26,68.879997,107.330002,29.91,16.09
2011-05-27,69.199997,107.43,30.08,15.98
2011-05-31,69.949997,107.459999,30.25,15.45
2011-06-01,68.360001,107.610001,29.870001,18.299999
2011-06-02,68.230003,107.18,30.129999,18.09
2011-06-03,67.529999,107.32,30.25,17.950001
2011-06-06,66.75,107.339996,29.9,18.49
2011-06-07,66.720001,107.559998,30.18,18.07
2011-06-08,66.370003,107.650002,30.43,18.790001
2011-06-09,66.839996,107.489998,30.6,17.77
2011-06-10,65.889999,107.480003,30.280001,18.860001
2011-06-13,65.879997,107.339996,30.08,19.610001
2011-06-14,66.790001,107.050003,30.290001,18.26
2011-06-15,65.599998,107.32,29.48,21.32
2011-06-16,65.709999,107.389999,29.360001,22.73
2011-06-17,65.919998,107.489998,29.23,21.85
2011-06-20,66.230003,107.349998,29.07,19.99
2011-06-21,67.239998,107.449997,29.09,18.860001
2011-06-22,66.870003,107.379997,29.219999,18.52
2011-06-23,66.760002,107.730003,28.6,19.290001
2011-06-24,65.720001,107.629997,28.26,21.1
2011-06-27,66.279999,107.440002,28.25,20.559999
2011-06-28,67.199997,107.010002,28.75,19.17
2011-06-29,67.790001,106.690002,29.27,17.27
2011-06-30,68.400002,106.669998,28.959999,16.52
2011-07-01,69.379997,106.400002,29.0,15.87
2011-07-05,69.370003,106.809998,29.389999,16.059999
2011-07-06,69.510002,106.870003,29.379999,16.34
2011-07-07,70.260002,106.57,30.0,15.95
2011-07-08,69.760002,107.120003,29.969999,15.95
2011-07-11,68.470001,107.410004,29.74,18.389999
2011-07-12,68.169998,107.5,30.0,19.870001
2011-07-13,68.43,107.709999,30.41,19.91
2011-07-14,67.849998,107.440002,30.24,20.799999
2011-07-15,68.279999,107.589996,30.51,19.530001
2011-07-18,67.650002,107.43,30.34,20.950001
2011-07-19,68.790001,107.660004,30.549999,19.209999
2011-07-20,68.75,107.489998,30.65,19.09
2011-07-21,69.589996,107.32,30.5,17.559999
2011-07-22,69.709999,107.550003,30.75,17.52
2011-07-25,69.260002,107.239998,30.6,19.35
2011-07-26,68.970001,107.489998,30.84,20.23
2011-07-27,67.449997,107.309998,30.629999,22.98
2011-07-28,67.220001,107.519997,30.530001,23.74
2011-07-29,66.849998,108.160004,30.280001,25.25
2011-08-01,66.550003,108.120003,30.280001,23.66
2011-08-02,64.790001,108.580002,30.280001,24.790001
2011-08-03,65.150002,108.690002,29.83,23.379999
2011-08-04,61.880001,109.269997,28.700001,31.66
2011-08-05,61.619999,108.550003,28.82,32.0
2011-08-08,57.349998,108.599998,27.75,48.0
2011-08-09,60.220001,109.239998,28.02,35.060001
2011-08-10,57.66,110.129997,28.139999,42.990002
2011-08-11,60.299999,108.760002,28.75,39.0
2011-08-12,60.700001,109.239998,28.709999,36.360001
2011-08-15,62.02,109.410004,29.059999,31.870001
2011-08-16,61.43,109.639999,29.059999,32.849998
2011-08-17,61.439999,109.82,29.309999,31.58
2011-08-18,58.700001,109.980003,28.59,42.669998
2011-08-19,57.650002,110.029999,29.1,43.049999
2011-08-22,57.66,109.889999,29.15,42.439999
2011-08-23,59.639999,109.629997,29.450001,36.27
2011-08-24,60.490002,109.010002,29.15,35.900002
2011-08-25,59.48,109.230003,29.280001,39.759998
2011-08-26,60.470001,109.379997,29.610001,35.59
2011-08-29,62.360001,109.260002,29.709999,32.279999
2011-08-30,62.529999,109.599998,30.110001,32.889999
2011-08-31,62.779999,109.5,30.16,31.620001
2011-09-01,62.07,109.620003,29.950001,31.82
2011-09-02,60.369999,109.949997,29.790001,33.919998
2011-09-06,59.990002,110.239998,29.690001,37.0
2011-09-07,61.779999,109.980003,29.959999,33.380001
2011-09-08,61.040001,110.010002,29.76,34.32
2011-09-09,59.450001,110.160004,29.290001,38.52
2011-09-12,59.869999,109.940002,29.219999,38.59
2011-09-13,60.470001,109.980003,29.129999,36.91
2011-09-14,61.330002,110.0,28.99,34.599998
2011-09-15,62.400002,109.68,29.110001,31.969999
2011-09-16,62.700001,109.839996,28.98,30.98
2011-09-19,62.040001,110.080002,28.49,32.73
2011-09-20,61.82,110.300003,28.440001,32.860001
2011-09-21,59.810001,110.480003,28.02,37.32
2011-09-22,57.970001,110.800003,27.030001,41.349998
2011-09-23,58.0,110.230003,26.549999,41.25
2011-09-26,59.369999,109.980003,26.639999,39.02
2011-09-27,60.119999,109.830002,27.09,37.709999
2011-09-28,58.75,109.739998,26.360001,41.080002
2011-09-29,59.18,109.699997,26.67,38.84
2011-09-30,57.720001,110.110001,25.75,42.959999
2011-10-03,55.810001,110.339996,25.620001,45.450001
2011-10-04,57.209999,110.0,25.57,40.82
2011-10-05,58.380001,109.629997,25.93,37.810001
2011-10-06,59.509998,109.449997,26.469999,36.27
2011-10-07,58.970001,109.230003,26.35,36.200001
2011-10-10,61.0,109.010002,26.940001,33.02
2011-10-11,61.049999,109.269997,27.139999,32.860001
2011-10-12,61.630001,109.059998,27.190001,31.26
2011-10-13,61.549999,109.120003,27.25,30.700001
2011-10-14,62.669998,108.940002,27.870001,28.24
2011-10-17,61.400002,109.370003,27.469999,33.389999
2011-10-18,62.639999,109.25,27.620001,31.559999
2011-10-19,61.810001,109.410004,27.08,34.439999
2011-10-20,62.09,109.349998,27.040001,34.779999
2011-10-21,63.259998,109.410004,27.18,31.32
2011-10-24,64.32,109.239998,27.610001,29.26
2011-10-25,63.009998,109.800003,27.700001,32.220001
2011-10-26,63.689999,109.5,27.540001,29.860001
2011-10-27,65.889999,109.080002,28.27,25.459999
2011-10-28,65.949997,109.510002,28.15,24.530001
2011-10-31,64.279999,110.029999,27.719999,29.959999
2011-11-01,62.57,110.269997,27.389999,34.77
2011-11-02,63.599998,110.269997,27.559999,32.740002
2011-11-03,64.839996,110.029999,27.9,30.5
2011-11-04,64.489998,110.0,27.99,30.16
2011-11-07,64.82,110.089996,28.4,29.85
2011-11-08,65.599998,109.940002,28.540001,27.48
2011-11-09,63.099998,110.129997,27.91,36.16
2011-11-10,63.66,109.919998,27.879999,32.810001
2011-11-11,64.919998,109.790001,28.15,30.040001
2011-11-14,64.279999,109.879997,27.85,31.129999
2011-11-15,64.669998,109.739998,28.049999,31.219999
2011-11-16,63.59,109.699997,27.98,33.509998
2011-11-17,62.549999,109.639999,27.33,34.509998
2011-11-18,62.459999,109.620003,27.290001,32.0
2011-11-21,61.299999,109.599998,27.09,32.91
2011-11-22,61.009998,109.68,27.27,31.969999
2011-11-23,59.650002,109.779999,26.860001,33.98
2011-11-25,59.459999,109.629997,26.639999,34.470001
2011-11-28,61.25,109.620003,26.969999,32.130001
2011-11-29,61.439999,109.660004,27.32,30.639999
2011-11-30,64.040001,109.379997,27.639999,27.799999
2011-12-01,64.040001,108.839996,27.540001,27.41
2011-12-02,64.010002,109.120003,27.780001,27.52
2011-12-05,64.709999,109.239998,27.629999,27.84
2011-12-06,64.739998,109.139999,27.780001,28.129999
2011-12-07,64.910004,109.339996,27.540001,28.67
2011-12-08,63.439999,109.449997,27.190001,30.59
2011-12-09,64.57,109.389999,27.290001,26.379999
2011-12-12,63.580002,109.419998,26.940001,25.67
2011-12-13,62.900002,109.639999,27.049999,25.41
2011-12-14,62.18,109.910004,26.09,26.040001
2011-12-15,62.41,109.68,25.959999,25.110001
2011-12-16,62.619999,110.050003,26.17,24.290001
2011-12-19,61.889999,110.160004,26.049999,24.92
2011-12-20,63.830002,110.010002,26.65,23.219999
2011-12-21,63.59,109.730003,26.84,21.43
2011-12-22,64.25,109.900002,26.870001,21.16
2011-12-23,64.739998,109.769997,27.0,20.73
2011-12-27,64.75,109.940002,27.120001,21.91
2011-12-28,63.959999,110.129997,26.799999,23.52
2011-12-29,64.589996,110.389999,26.879999,22.65
2011-12-30,64.300003,110.25,26.84,23.4
2012-01-03,65.209999,110.029999,27.639999,22.969999
2012-01-04,65.239998,109.879997,27.85,22.219999
2012-01-05,65.529999,110.029999,27.469999,21.48
2012-01-06,65.379997,110.120003,27.59,20.629999
2012-01-09,65.529999,110.029999,27.620001,21.07
2012-01-10,66.18,110.0,27.82,20.690001
2012-01-11,66.300003,110.389999,27.74,21.049999
2012-01-12,66.459999,110.300003,27.35,20.469999
2012-01-13,66.150002,110.550003,27.290001,20.91
2012-01-17,66.300003,110.580002,27.48,22.200001
2012-01-18,67.099998,110.440002,27.49,20.889999
2012-01-19,67.510002,110.260002,27.610001,19.870001
2012-01-20,67.529999,109.980003,27.41,18.280001
2012-01-23,67.550003,109.889999,27.73,18.67
2012-01-24,67.540001,109.980003,27.780001,18.91
2012-01-25,68.160004,110.139999,28.01,18.309999
2012-01-26,67.809998,110.360001,28.09,18.57
2012-01-27,67.860001,110.540001,28.190001,18.530001
2012-01-30,67.589996,110.860001,27.9,19.4
2012-01-31,67.559998,111.050003,27.83,19.440001
2012-02-01,68.339996,110.580002,27.92,18.549999
2012-02-02,68.459999,110.610001,27.99,17.98
2012-02-03,69.480003,110.559998,28.32,17.1
2012-02-06,69.440002,110.639999,28.459999,17.76
2012-02-07,69.599998,110.529999,28.440001,17.65
2012-02-08,69.75,110.440002,28.57,18.16
2012-02-09,69.860001,110.260002,28.719999,18.629999
2012-02-10,69.309998,110.410004,28.450001,20.790001
2012-02-13,69.839996,110.449997,28.52,19.040001
2012-02-14,69.739998,110.540001,28.51,19.540001
2012-02-15,69.440002,110.5,28.610001,21.139999
2012-02-16,70.269997,110.480003,28.74,19.219999
2012-02-17,70.370003,110.339996,28.690001,17.780001
2012-02-21,70.339996,110.169998,29.139999,18.190001
2012-02-22,70.120003,110.480003,29.41,18.190001
2012-02-23,70.510002,110.57,29.5,16.799999
2012-02-24,70.610001,110.599998,29.68,17.309999
2012-02-27,70.669998,110.949997,29.440001,18.190001
2012-02-28,70.870003,110.870003,29.43,17.959999
2012-02-29,70.410004,110.760002,29.32,18.43
2012-03-01,70.949997,110.260002,29.780001,17.26
2012-03-02,70.599998,110.5,29.48,17.290001
2012-03-05,70.279999,110.339996,29.34,18.049999
2012-03-06,69.150002,110.559998,28.860001,20.870001
2012-03-07,69.75,110.459999,28.99,19.07
2012-03-08,70.470001,110.209999,29.23,17.950001
2012-03-09,70.82,110.190002,29.309999,17.110001
2012-03-12,70.769997,110.290001,29.27,15.64
2012-03-13,72.080002,109.919998,29.4,14.8
2012-03-14,71.93,109.32,29.200001,15.31
2012-03-15,72.349998,109.269997,29.219999,15.42
2012-03-16,72.459999,109.279999,29.58,14.47
2012-03-19,72.730003,108.93,29.530001,15.04
2012-03-20,72.480003,109.089996,29.17,15.58
2012-03-21,72.400002,109.349998,29.1,15.13
2012-03-22,71.82,109.449997,28.870001,15.57
2012-03-23,72.110001,109.699997,29.15,14.82
